Q,A
필로덴드론 콩고의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
필로덴드론 콩고의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
필로덴드론 콩고의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
필로덴드론 콩고의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
필로덴드론 콩고의 습도 알려 주세요.,습도는 40 에서 70% 
필로덴드론 콩고의 비료 알려 주세요.,비료는 보통 요구함 
필로덴드론 콩고의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
해마리아의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
해마리아의 광요구도 알려 주세요.,"광요구도는 낮은 광도(300에서 800 Lux),중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
해마리아의 배치장소 알려 주세요.,"배치장소는 실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
해마리아의 생장속도 알려 주세요.,생장속도는 느림 
해마리아의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
해마리아의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
해마리아의 습도 알려 주세요.,습도는 40 에서 70% 
해마리아의 비료 알려 주세요.,비료는 보통 요구함 
해마리아의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
행운목의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
행운목의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
행운목의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
행운목의 생장속도 알려 주세요.,생장속도는 보통 
행운목의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
행운목의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
행운목의 습도 알려 주세요.,습도는 40 에서 70% 
행운목의 비료 알려 주세요.,비료는 보통 요구함 
행운목의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
헤미오니티스(하트펀)의 관리요구도 알려 주세요.,관리요구도는 필요함 
헤미오니티스(하트펀)의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
헤미오니티스(하트펀)의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
헤미오니티스(하트펀)의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
헤미오니티스(하트펀)의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
헤미오니티스(하트펀)의 습도 알려 주세요.,습도는 70% 이상 
헤미오니티스(하트펀)의 비료 알려 주세요.,비료는 보통 요구함 
헤미오니티스(하트펀)의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
헤미오니티스(하트펀)의 병충해 알려 주세요.,"병충해는 깍지벌레, 개각충, 진딧물 "
헤테로파낙스 프라그란스 (해피트리)의 관리요구도 알려 주세요.,관리요구도는 필요함 
헤테로파낙스 프라그란스 (해피트리)의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
헤테로파낙스 프라그란스 (해피트리)의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
헤테로파낙스 프라그란스 (해피트리)의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
헤테로파낙스 프라그란스 (해피트리)의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
헤테로파낙스 프라그란스 (해피트리)의 습도 알려 주세요.,습도는 40 에서 70% 
헤테로파낙스 프라그란스 (해피트리)의 비료 알려 주세요.,비료는 보통 요구함 
헤테로파낙스 프라그란스 (해피트리)의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
협죽도의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
협죽도의 광요구도 알려 주세요.,"광요구도는 높은 광도(1,500에서 10,000 Lux) "
협죽도의 배치장소 알려 주세요.,"배치장소는 발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
협죽도의 생장속도 알려 주세요.,생장속도는 빠름 
협죽도의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
협죽도의 겨울최저온도 알려 주세요.,겨울최저온도는 7℃ 
협죽도의 습도 알려 주세요.,습도는 40 에서 70% 
협죽도의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
형광스킨답서스의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
형광스킨답서스의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
형광스킨답서스의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
형광스킨답서스의 생장속도 알려 주세요.,생장속도는 빠름 
형광스킨답서스의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
형광스킨답서스의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
형광스킨답서스의 습도 알려 주세요.,습도는 40 에서 70% 
형광스킨답서스의 비료 알려 주세요.,비료는 보통 요구함 
형광스킨답서스의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
호야의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
호야의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
호야의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
호야의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
호야의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
호야의 습도 알려 주세요.,습도는 40 에서 70% 
호야의 비료 알려 주세요.,비료는 보통 요구함 
호야의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
호야 엑소티카의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
호야 엑소티카의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
호야 엑소티카의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
호야 엑소티카의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
호야 엑소티카의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
호야 엑소티카의 습도 알려 주세요.,습도는 40 에서 70% 
호야 엑소티카의 비료 알려 주세요.,비료는 보통 요구함 
호주매의 관리요구도 알려 주세요.,관리요구도는 필요함 
호주매의 광요구도 알려 주세요.,"광요구도는 높은 광도(1,500에서 10,000 Lux) "
호주매의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
호주매의 생장속도 알려 주세요.,생장속도는 보통 
호주매의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
호주매의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
호주매의 습도 알려 주세요.,습도는 40 에서 70% 
호주매의 물주기 알려 주세요.,"물주기 봄은 화분 흙 대부분 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
홀리아페페로미아의 관리요구도 알려 주세요.,관리요구도는 필요함 
홀리아페페로미아의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
홀리아페페로미아의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
홀리아페페로미아의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
홀리아페페로미아의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
홀리아페페로미아의 습도 알려 주세요.,습도는 40 에서 70% 
홀리아페페로미아의 비료 알려 주세요.,비료는 보통 요구함 
황금마삭줄의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
황금마삭줄의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
황금마삭줄의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
황금마삭줄의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
황금마삭줄의 겨울최저온도 알려 주세요.,겨울최저온도는 5℃ 
황금마삭줄의 습도 알려 주세요.,습도는 40 에서 70% 
황금마삭줄의 비료 알려 주세요.,비료는 보통 요구함 
황금마삭줄의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
황금죽의 관리요구도 알려 주세요.,관리요구도는 필요함 
황금죽의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
황금죽의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
황금죽의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
황금죽의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
황금죽의 습도 알려 주세요.,습도는 40 에서 70% 
황금죽의 비료 알려 주세요.,비료는 보통 요구함 
황금죽의 토양 알려 주세요.,"토양은 포름알데히드, 벤젠, 톨루엔, 자일렌, 트리클로로 에틸렌 "
황금죽의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
황금죽의 병충해 알려 주세요.,"병충해는 깍지벌레, 개각충, 응애, 총채벌레 "
후피향나무의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
후피향나무의 광요구도 알려 주세요.,"광요구도는 높은 광도(1,500에서 10,000 Lux) "
